="result_rank",="full_name",="distance",="time_id",="event_desc",="swimmer_age",="swim_time_formatted",="alt_adj_swim_time_formatted",="standard_name",="meet_name",="swim_date",="club_name",="lsc_id",="foreign_yesno",="hytek_power_points",="event_id",="sanction_status"
="17","Seliskar, Andrew",="200",="149090277",="200 FR LCM",="22",="1:46.83",="1:46.83",="2020 Olympic Trials Wave II",="2019 World Champs",="7/22/2019",="California Aquatics",="PC",="",="1013",="57",="Yes"
="18","Haas, Townley",="200",="149088961",="200 FR LCM",="22",="1:46.85",="1:46.85",="2020 Olympic Trials Wave II",="2019 World Champs",="7/22/2019","NOVA of Virginia Aquatics, Inc",="VA",="",="1012",="57",="Yes"
="19","Heidtmann, Jacob",="200",="150582280",="200 FR LCM",="25",="1:46.87",="1:46.87",="2020 Olympic Trials Wave II",="2020 Pro Swim - Des Moines TT",="3/5/2020",="Team Elite",="NC",="Yes",="1012",="57",="Yes"
="20","Seliskar, Andrew",="200",="142150274",="200 FR LCM",="22",="1:46.89",="1:46.89",="2020 Olympic Trials Wave II",="2019 PC CAL-ALTO Dual",="6/22/2019",="California Aquatics",="PC",="",="1011",="57",="Yes"
="21","Seliskar, Andrew",="200",="150581723",="200 FR LCM",="23",="1:46.91",="1:46.91",="2020 Olympic Trials Wave II",="2020 Pro Series - Des Moines",="3/6/2020",="California Aquatics",="PC",="",="1011",="57",="Yes"
="22","Urlando, Luca",="200",="143946965",="200 FR LCM",="17",="1:46.97",="1:46.97",="2020 Olympic Trials Wave II",="2019 World JR Champs",="8/21/2019",="DART Swimming",="SN",="",="1012",="57",="Yes"
="23","Seliskar, Andrew",="200",="153430407",="200 FR LCM",="24",="1:47.01",="1:47.01",="2020 Olympic Trials Wave II",="2021 TYR Pro Swim Series - San",="3/5/2021",="California Aquatics",="PC",="",="1008",="57",="Yes"
="24","Seliskar, Andrew",="200",="154583363",="200 FR LCM",="24",="1:47.07",="1:47.07",="2020 Olympic Trials Wave II",="2021 GA SwimAtlanta's Mizuno 2021",="5/14/2021",="California Aquatics",="PC",="",="1007",="57",="Yes"
="25","Haas, Townley",="200",="141504572",="200 FR LCM",="22",="1:47.09",="1:47.09",="2020 Olympic Trials Wave II",="2019 FINA CS - INDY",="5/31/2019",="Unattached",="VA",="",="1006",="57",="Yes"
="26","Kibler, Drew",="200",="143098141",="200 FR LCM",="19",="1:47.16",="1:47.16",="2020 Olympic Trials Wave II",="2019 Sectionals - Austin",="7/12/2019",="University of Texas",="ST",="",="1004",="57",="Yes"
="27","Theall, Mark",="200",="143732182",="200 FR LCM",="20",="1:47.19",="1:47.19",="2020 Olympic Trials Wave II",="2019 Summer Nationals",="8/1/2019",="Aggie Swim Club",="GU",="",="1004",="57",="Yes"
="28","Pieroni, Blake",="200",="141088630",="200 FR LCM",="23",="1:47.25",="1:47.25",="2020 Olympic Trials Wave II",="2019 Pro Series - Bloomington",="5/18/2019",="Indiana Swim Club",="IN",="",="1002",="57",="Yes"
="29","De Lucca, Joao",="200",="140512073",="200 FR LCM",="29",="1:47.26",="1:47.26",="2020 Olympic Trials Wave II",="2019 Brazil Trophy ",="4/16/2019",="Cardinal Aquatics",="KY",="Yes",="1002",="57",="Yes"
="29","Smith, Kieran",="200",="148833977",="200 FR LCM",="19",="1:47.26",="1:47.26",="2020 Olympic Trials Wave II",="2019 U.S. Open",="12/6/2019",="University of Florida",="FL",="",="1002",="57",="Yes"
="31","Smith, Kieran",="200",="151501747",="200 FR LCM",="20",="1:47.29",="1:47.29",="2020 Olympic Trials Wave II",="2020 Toyota Sarasota",="11/13/2020",="University of Florida",="FL",="",="1001",="57",="Yes"
="32","Magahey, Jake",="200",="154582669",="200 FR LCM",="19",="1:47.30",="1:47.30",="2020 Olympic Trials Wave II",="2021 GA SwimAtlanta's Mizuno 2021",="5/14/2021",="SwimAtlanta",="GA",="",="1001",="57",="Yes"
="33","Dressel, Caeleb",="200",="140434834",="200 FR LCM",="22",="1:47.31",="1:47.31",="2020 Olympic Trials Wave II",="2019 Pro Series - Richmond",="4/11/2019",="Gator Swim Club",="FL",="",="1001",="57",="Yes"
="33","Kibler, Drew",="200",="143861737",="200 FR LCM",="19",="1:47.31r",="1:47.31",="2020 Olympic Trials Wave II",="2019 Pan Am Games",="8/9/2019",="Longhorn Aquatics",="ST",="",="1001",="57",="Yes"
="35","Rooney, Maxime",="200",="143723641",="200 FR LCM",="21",="1:47.32",="1:47.32",="2020 Olympic Trials Wave II",="2019 Summer Nationals",="8/1/2019",="Pleasanton Seahawks",="PC",="",="1000",="57",="Yes"
="36","Wang, Shun",="200",="140223368",="200 FR LCM",="25",="1:47.35",="1:47.35",="2020 Olympic Trials Wave II",="2019 Chinese Nats",="3/24/2019",="Team Elite",="NC",="Yes",="1000",="57",="Yes"
="37","Callan, Patrick",="200",="143732048",="200 FR LCM",="19",="1:47.36",="1:47.36",="2020 Olympic Trials Wave II",="2019 Summer Nationals",="8/1/2019",="Univ. Of Michigan Swim Team",="MI",="",="999",="57",="Yes"
="37","Smith, Kieran",="200",="152438687",="200 FR LCM",="20",="1:47.36",="1:47.36",="2020 Olympic Trials Wave II",="2021 Pro Series - San Antonio",="1/15/2021",="Unattached",="FL",="",="999",="57",="Yes"
="39","Callan, Patrick",="200",="151501817",="200 FR LCM",="21",="1:47.38",="1:47.38",="2020 Olympic Trials Wave II",="2020 Toyota Indy",="11/13/2020",="Unattached",="MI",="",="999",="57",="Yes"
="39","Farris, Dean",="200",="148831802",="200 FR LCM",="22",="1:47.38",="1:47.38",="2020 Olympic Trials Wave II",="2019 U.S. Open",="12/6/2019",="Harvard Swimming",="NE",="",="999",="57",="Yes"
="41","Dressel, Caeleb",="200",="154581910",="200 FR LCM",="24",="1:47.42",="1:47.42",="2020 Olympic Trials Wave II",="2021 GA SwimAtlanta's Mizuno 2021",="5/14/2021",="Gator Swim Club",="FL",="",="998",="57",="Yes"
="42","Foster, Carson",="200",="143945165",="200 FR LCM",="17",="1:47.47",="1:47.47",="2020 Olympic Trials Wave II",="2019 World JR Champs",="8/21/2019",="Mason Manta Rays",="OH",="",="1000",="57",="Yes"
="43","Haas, Townley",="200",="150581642",="200 FR LCM",="23",="1:47.48",="1:47.48",="2020 Olympic Trials Wave II",="2020 Pro Series - Des Moines",="3/6/2020","NOVA of Virginia Aquatics, Inc",="VA",="",="996",="57",="Yes"
="44","Farris, Dean",="200",="148831801",="200 FR LCM",="22",="1:47.53",="1:47.53",="2020 Olympic Trials Wave II",="2019 U.S. Open",="12/6/2019",="Harvard Swimming",="NE",="",="995",="57",="Yes"
="44","Foster, Carson",="200",="143732083",="200 FR LCM",="17",="1:47.53",="1:47.53",="2020 Olympic Trials Wave II",="2019 Summer Nationals",="8/1/2019",="Mason Manta Rays",="OH",="",="998",="57",="Yes"
="46","Dressel, Caeleb",="200",="150581618",="200 FR LCM",="23",="1:47.55",="1:47.55",="2020 Olympic Trials Wave II",="2020 Pro Series - Des Moines",="3/6/2020",="Gator Swim Club",="FL",="",="994",="57",="Yes"
="47","Urlando, Luca",="200",="141426177",="200 FR LCM",="17",="1:47.56",="1:47.56",="2020 Olympic Trials Wave II",="2019 Mel Zajac Jr. ",="5/24/2019",="DART Swimming",="SN",="",="997",="57",="Yes"
="48","Dressel, Caeleb",="200",="154095743",="200 FR LCM",="24",="1:47.57",="1:47.57",="2020 Olympic Trials Wave II",="2021 TYR Pro Swim Series - Mis",="4/8/2021",="Gator Swim Club",="FL",="",="994",="57",="Yes"
="49","Dressel, Caeleb",="200",="148831704",="200 FR LCM",="23",="1:47.58",="1:47.58",="2020 Olympic Trials Wave II",="2019 U.S. Open",="12/6/2019",="Gator Swim Club",="FL",="",="994",="57",="Yes"
="49","Hill, Julian",="200",="154119094",="200 FR LCM",="20",="1:47.58",="1:47.58",="2020 Olympic Trials Wave II",="2021 AZ SUN April Meet",="4/3/2021",="Unattached",="AZ",="",="994",="57",="Yes"
="51","Foster, Carson",="200",="154760253",="200 FR LCM",="19",="1:47.59",="1:47.59",="2020 Olympic Trials Wave II",="2021 ST TXLA Longhorn Aquatics Elite Invite",="5/21/2021",="Mason Manta Rays",="OH",="",="993",="57",="Yes"
="52","Callan, Patrick",="200",="143723304",="200 FR LCM",="19",="1:47.68",="1:47.68",="2020 Olympic Trials Wave II",="2019 Summer Nationals",="8/1/2019",="Univ. Of Michigan Swim Team",="MI",="",="991",="57",="Yes"
="52","Pieroni, Blake",="200",="142066858",="200 FR LCM",="23",="1:47.68",="1:47.68",="2020 Olympic Trials Wave II",="2019 IN ISI Counsilman Classic",="6/14/2019",="Indiana Swim Club",="IN",="",="991",="57",="Yes"
="54","House, Grant",="200",="154563462",="200 FR LCM",="22",="1:47.69",="1:47.69",="2020 Olympic Trials Wave II",="2021 TYR Pro Swim Series - Ind",="5/14/2021",="Sun Devil Swimming",="AZ",="",="991",="57",="Yes"
="54","Seliskar, Andrew",="200",="154095818",="200 FR LCM",="24",="1:47.69",="1:47.69",="2020 Olympic Trials Wave II",="2021 TYR Pro Swim Series - Mis",="4/8/2021",="California Aquatics",="PC",="",="991",="57",="Yes"
="56","Baqlah, Khader",="200",="154096825",="200 FR LCM",="22",="1:47.70",="1:47.70",="2020 Olympic Trials Wave II",="2021 TYR Pro Swim Series - Mis",="4/10/2021",="Gator Swim Club",="FL",="Yes",="991",="57",="Yes"
="57","Carter, Dylan",="200",="140346158",="200 FR LCM",="23",="1:47.71",="1:47.71",="2020 Olympic Trials Wave II",="2019 Canadian Swimming Trials",="4/3/2019",="Unattached",="CA",="Yes",="990",="57",="Yes"
="57","Carter, Dylan",="200",="140875591",="200 FR LCM",="23",="1:47.71",="1:47.71",="2020 Olympic Trials Wave II",="2019 Canadian Swimming Trials",="4/6/2019",="Unattached",="CA",="Yes",="990",="57",="Yes"
="57","Kibler, Drew",="200",="143857552",="200 FR LCM",="19",="1:47.71",="1:47.71",="2020 Olympic Trials Wave II",="2019 Pan Am Games",="8/7/2019",="Longhorn Aquatics",="ST",="",="990",="57",="Yes"
="57","Zhang, Ziyang",="200",="148834603",="200 FR LCM",="18",="1:47.71",="1:47.71",="2020 Olympic Trials Wave II",="2019 U.S. Open",="12/6/2019",="Team Santa Monica",="CA",="Yes",="990",="57",="Yes"
="61","Baqlah, Khader",="200",="149088298",="200 FR LCM",="20",="1:47.72",="1:47.72",="2020 Olympic Trials Wave II",="2019 World Champs",="7/22/2019",="Gator Swim Club",="FL",="Yes",="990",="57",="Yes"
="62","Julian, Trenton",="200",="143723478",="200 FR LCM",="20",="1:47.73",="1:47.73",="2020 Olympic Trials Wave II",="2019 Summer Nationals",="8/1/2019",="Rose Bowl Aquatics",="CA",="",="990",="57",="Yes"
="62","Urlando, Luca",="200",="139593981",="200 FR LCM",="16",="1:47.73r",="1:47.73",="2020 Olympic Trials Wave II",="2019 Sectionals - College Station",="2/28/2019",="DART Swimming",="SN",="",="1024",="57",="Yes"
="64","Foster, Carson",="200",="148229999",="200 FR LCM",="18",="1:47.74",="1:47.74",="2020 Olympic Trials Wave II",="2020 Pro Series - Knoxville",="1/17/2020",="Mason Manta Rays",="OH",="",="990",="57",="Yes"
="65","Apple, Zach",="200",="143503982",="200 FR LCM",="22",="1:47.76",="1:47.76",="2020 Olympic Trials Wave II",="2019 WUGS",="7/5/2019",="Indiana Swim Club",="IN",="",="989",="57",="Yes"
="65","Farris, Dean",="200",="143723395",="200 FR LCM",="21",="1:47.76",="1:47.76",="2020 Olympic Trials Wave II",="2019 Summer Nationals",="8/1/2019",="Harvard Swimming",="NE",="",="989",="57",="Yes"
="67","Carter, Dylan",="200",="143857538",="200 FR LCM",="23",="1:47.78",="1:47.78",="2020 Olympic Trials Wave II",="2019 Pan Am Games",="8/7/2019",="Unattached",="CA",="Yes",="989",="57",="Yes"
="68","D'Arrigo, Mitch",="200",="143723351",="200 FR LCM",="24",="1:47.79",="1:47.79",="2020 Olympic Trials Wave II",="2019 Summer Nationals",="8/1/2019",="Gator Swim Club",="FL",="",="988",="57",="Yes"
="69","Urlando, Luca",="200",="141425621",="200 FR LCM",="17",="1:47.81",="1:47.81",="2020 Olympic Trials Wave II",="2019 Mel Zajac Jr. ",="5/24/2019",="DART Swimming",="SN",="",="991",="57",="Yes"
="70","Carter, Dylan",="200",="140875590",="200 FR LCM",="23",="1:47.82",="1:47.82",="2020 Olympic Trials Wave II",="2019 Canadian Swimming Trials",="4/6/2019",="Unattached",="CA",="Yes",="988",="57",="Yes"
="70","Carter, Dylan",="200",="140342168",="200 FR LCM",="23",="1:47.82",="1:47.82",="2020 Olympic Trials Wave II",="2019 Canadian Swimming Trials",="4/3/2019",="Unattached",="CA",="Yes",="988",="57",="Yes"
="72","Smith, Kieran",="200",="141229331",="200 FR LCM",="18",="1:47.85",="1:47.85",="2020 Olympic Trials Wave II",="2019 GA Atlanta Classic Swim Meet",="5/17/2019",="Ridgefield Aquatic Club",="CT",="",="987",="57",="Yes"
="73","Freeman, Trey",="200",="141898383",="200 FR LCM",="19",="1:47.86",="1:47.86",="2020 Olympic Trials Wave II",="2019 Pro Series - Clovis",="6/13/2019",="Baylor Swim Club",="SE",="",="987",="57",="Yes"
="73","Haas, Townley",="200",="148832131",="200 FR LCM",="22",="1:47.86",="1:47.86",="2020 Olympic Trials Wave II",="2019 U.S. Open",="12/6/2019","NOVA of Virginia Aquatics, Inc",="VA",="",="987",="57",="Yes"
="75","Seliskar, Andrew",="200",="141420322",="200 FR LCM",="22",="1:47.88",="1:47.88",="2020 Olympic Trials Wave II",="2019 CA Speedo Grand Challenge",="5/24/2019",="California Aquatics",="PC",="",="986",="57",="Yes"
="76","Grothe, Zane",="200",="141088525",="200 FR LCM",="27",="1:47.90",="1:47.90",="2020 Olympic Trials Wave II",="2019 Pro Series - Bloomington",="5/18/2019",="Boulder City Henderson Swim Team",="CA",="",="986",="57",="Yes"
="76","Pieroni, Blake",="200",="143863377",="200 FR LCM",="23",="1:47.90",="1:47.90",="2020 Olympic Trials Wave II",="2019 World Cup -  Jinan",="8/10/2019",="Indiana Swim Club",="IN",="",="986",="57",="Yes"
="78","Baqlah, Khader",="200",="154094172",="200 FR LCM",="22",="1:47.91",="1:47.91",="2020 Olympic Trials Wave II",="2021 TYR Pro Swim Series - Mis",="4/8/2021",="Gator Swim Club",="FL",="Yes",="985",="57",="Yes"
="78","Urlando, Luca",="200",="143946966",="200 FR LCM",="17",="1:47.91",="1:47.91",="2020 Olympic Trials Wave II",="2019 World JR Champs",="8/21/2019",="DART Swimming",="SN",="",="988",="57",="Yes"
="80","Pieroni, Blake",="200",="139606807",="200 FR LCM",="23",="1:47.92",="1:47.92",="2020 Olympic Trials Wave II",="2019 Pro Series - Des Moines",="3/8/2019",="Unattached",="IN",="",="985",="57",="Yes"
="80","Unlu, Baturalp",="200",="154094366",="200 FR LCM",="18",="1:47.92",="1:47.92",="2020 Olympic Trials Wave II",="2021 TYR Pro Swim Series - Mis",="4/8/2021",="Unattached",="GA",="Yes",="985",="57",="Yes"
="82","Baqlah, Khader",="200",="154095726",="200 FR LCM",="22",="1:47.93",="1:47.93",="2020 Olympic Trials Wave II",="2021 TYR Pro Swim Series - Mis",="4/8/2021",="Gator Swim Club",="FL",="Yes",="985",="57",="Yes"
="82","Foster, Carson",="200",="143723408",="200 FR LCM",="17",="1:47.93",="1:47.93",="2020 Olympic Trials Wave II",="2019 Summer Nationals",="8/1/2019",="Mason Manta Rays",="OH",="",="988",="57",="Yes"
="82","Kunert, Alex",="200",="139606747",="200 FR LCM",="23",="1:47.93",="1:47.93",="2020 Olympic Trials Wave II",="2019 Pro Series - Des Moines",="3/8/2019",="Unattached",="NC",="Yes",="985",="57",="Yes"
="82","Theall, Mark",="200",="143723708",="200 FR LCM",="20",="1:47.93",="1:47.93",="2020 Olympic Trials Wave II",="2019 Summer Nationals",="8/1/2019",="Aggie Swim Club",="GU",="",="985",="57",="Yes"
="86","Baqlah, Khader",="200",="141227238",="200 FR LCM",="20",="1:47.94",="1:47.94",="2020 Olympic Trials Wave II",="2019 GA Atlanta Classic Swim Meet",="5/17/2019",="Unattached",="FL",="Yes",="985",="57",="Yes"
="87","Baqlah, Khader",="200",="148830901",="200 FR LCM",="21",="1:47.97",="1:47.97",="2020 Olympic Trials Wave II",="2019 U.S. Open",="12/6/2019",="University of Florida",="FL",="Yes",="984",="57",="Yes"
="88","Freeman, Trey",="200",="141895180",="200 FR LCM",="19",="1:48.00",="1:48.00",="2020 Olympic Trials Wave II",="2019 Pro Series - Clovis",="6/13/2019",="Baylor Swim Club",="SE",="",="983",="57",="Yes"
="89","Apple, Zach",="200",="148830818",="200 FR LCM",="22",="1:48.01",="1:48.01",="2020 Olympic Trials Wave II",="2019 U.S. Open",="12/6/2019",="Mission Viejo Nadadores",="CA",="",="983",="57",="Yes"
="89","Iga, Jorge",="200",="154562322",="200 FR LCM",="24",="1:48.01",="1:48.01",="2020 Olympic Trials Wave II",="2021 TYR Pro Swim Series - Ind",="5/14/2021",="Unattached",="AZ",="Yes",="983",="57",="Yes"
="89","Julian, Trenton",="200",="154582493",="200 FR LCM",="22",="1:48.01",="1:48.01",="2020 Olympic Trials Wave II",="2021 GA SwimAtlanta's Mizuno 2021",="5/14/2021",="Unattached",="CA",="",="983",="57",="Yes"
="92","Haas, Townley",="200",="141898395",="200 FR LCM",="22",="1:48.02",="1:48.02",="2020 Olympic Trials Wave II",="2019 Pro Series - Clovis",="6/13/2019","NOVA of Virginia Aquatics, Inc",="VA",="",="983",="57",="Yes"
="92","Kibler, Drew",="200",="143855488",="200 FR LCM",="19",="1:48.02",="1:48.02",="2020 Olympic Trials Wave II",="2019 Pan Am Games",="8/7/2019",="Longhorn Aquatics",="ST",="",="983",="57",="Yes"
="94","Julian, Trenton",="200",="143732101",="200 FR LCM",="20",="1:48.03",="1:48.03",="2020 Olympic Trials Wave II",="2019 Summer Nationals",="8/1/2019",="Rose Bowl Aquatics",="CA",="",="982",="57",="Yes"
="95","Kibler, Drew",="200",="154760371",="200 FR LCM",="21",="1:48.04",="1:48.04",="2020 Olympic Trials Wave II",="2021 ST TXLA Longhorn Aquatics Elite Invite",="5/21/2021",="Longhorn Aquatics",="ST",="",="982",="57",="Yes"
="96","Pieroni, Blake",="200",="154563501",="200 FR LCM",="25",="1:48.06",="1:48.06",="2020 Olympic Trials Wave II",="2021 TYR Pro Swim Series - Ind",="5/14/2021",="Sandpipers Of Nevada",="CA",="",="982",="57",="Yes"
="97","Iga, Jorge",="200",="148832404",="200 FR LCM",="22",="1:48.07",="1:48.07",="2020 Olympic Trials Wave II",="2019 U.S. Open",="12/6/2019",="Unattached",="AZ",="Yes",="981",="57",="Yes"
="98","Wang, Shun",="200",="140594592",="200 FR LCM",="25",="1:48.08",="1:48.08",="2020 Olympic Trials Wave II",="2019 FINA CS - Guangzhou",="4/28/2019",="Unattached",="NC",="Yes",="981",="57",="Yes"
="99","Baqlah, Khader",="200",="154495566",="200 FR LCM",="22",="1:48.10",="1:48.10",="2020 Olympic Trials Wave II",="2021 FL UANA Tokyo Qualifier",="4/30/2021",="Gator Swim Club",="FL",="Yes",="981",="57",="Yes"
="99","Quintero, Cristian",="200",="149090062",="200 FR LCM",="26",="1:48.10",="1:48.10",="2020 Olympic Trials Wave II",="2019 World Champs",="7/22/2019",="Trojan Swim Club",="CA",="Yes",="981",="57",="Yes"
="101","Foster, Carson",="200",="143945166",="200 FR LCM",="17",="1:48.11",="1:48.11",="2020 Olympic Trials Wave II",="2019 World JR Champs",="8/21/2019",="Mason Manta Rays",="OH",="",="983",="57",="Yes"
="101","Magahey, Jake",="200",="143947310",="200 FR LCM",="17",="1:48.11r",="1:48.11",="2020 Olympic Trials Wave II",="2019 World JR Champs",="8/23/2019",="SwimAtlanta",="GA",="",="983",="57",="Yes"
="101","Magahey, Jake",="200",="149807853",="200 FR LCM",="17",="1:48.11r",="1:48.11",="2020 Olympic Trials Wave II",="2019 World JR Champs",="8/20/2019",="SwimAtlanta",="GA",="",="983",="57",="Yes"
="104","Foster, Carson",="200",="154273777",="200 FR LCM",="19",="1:48.12",="1:48.12",="2020 Olympic Trials Wave II",="2021 ST TXLA Long Course Kick Off",="4/24/2021",="Unattached",="ST",="",="980",="57",="Yes"
="104","Grothe, Zane",="200",="140435068",="200 FR LCM",="26",="1:48.12",="1:48.12",="2020 Olympic Trials Wave II",="2019 Pro Series - Richmond",="4/11/2019",="Boulder City Henderson Swim Team",="CA",="",="980",="57",="Yes"
="104","Pieroni, Blake",="200",="150581710",="200 FR LCM",="24",="1:48.12",="1:48.12",="2020 Olympic Trials Wave II",="2020 Pro Series - Des Moines",="3/6/2020",="Sandpipers Of Nevada",="CA",="",="980",="57",="Yes"
="107","Dressel, Caeleb",="200",="148831703",="200 FR LCM",="23",="1:48.14",="1:48.14",="2020 Olympic Trials Wave II",="2019 U.S. Open",="12/6/2019",="Gator Swim Club",="FL",="",="980",="57",="Yes"
="108","Magahey, Jake",="200",="154582668",="200 FR LCM",="19",="1:48.15",="1:48.15",="2020 Olympic Trials Wave II",="2021 GA SwimAtlanta's Mizuno 2021",="5/14/2021",="SwimAtlanta",="GA",="",="979",="57",="Yes"
="109","Magahey, Jake",="200",="154374835",="200 FR LCM",="19",="1:48.16",="1:48.16",="2020 Olympic Trials Wave II",="2021 GA ABSC Swim with the Dawgs 5",="4/24/2021",="Unattached",="GA",="",="979",="57",="Yes"
="110","Switkowski, Jan",="200",="149090900",="200 FR LCM",="25",="1:48.20r",="1:48.20",="2020 Olympic Trials Wave II",="2019 World Champs",="7/26/2019",="Gator Swim Club",="FL",="Yes",="978",="57",="Yes"
="111","El Kamash, Marwan",="200",="154563437",="200 FR LCM",="27",="1:48.23",="1:48.23",="2020 Olympic Trials Wave II",="2021 TYR Pro Swim Series - Ind",="5/14/2021",="Indiana Swim Club",="IN",="Yes",="977",="57",="Yes"
="112","Magahey, Jake",="200",="143947311",="200 FR LCM",="17",="1:48.24r",="1:48.24",="2020 Olympic Trials Wave II",="2019 World JR Champs",="8/23/2019",="SwimAtlanta",="GA",="",="980",="57",="Yes"
="113","Freeman, Trey",="200",="154582084",="200 FR LCM",="21",="1:48.26",="1:48.26",="2020 Olympic Trials Wave II",="2021 GA SwimAtlanta's Mizuno 2021",="5/14/2021",="University of Florida",="FL",="",="977",="57",="Yes"
="114","Quah, Zheng",="200",="149331471",="200 FR LCM",="22",="1:48.29r",="1:48.29",="2020 Olympic Trials Wave II",="2019 World Champs",="7/26/2019",="California Aquatics",="PC",="Yes",="976",="57",="Yes"
="115","Newkirk, Jeff",="200",="143723592",="200 FR LCM",="22",="1:48.31",="1:48.31",="2020 Olympic Trials Wave II",="2019 Summer Nationals",="8/1/2019",="Longhorn Aquatics",="ST",="",="975",="57",="Yes"
="116","Smith, Kieran",="200",="141834656",="200 FR LCM",="19",="1:48.34",="1:48.34",="2020 Olympic Trials Wave II",="2019 Mare Nostrum - Canet",="6/11/2019",="Ridgefield Aquatic Club",="CT",="",="974",="57",="Yes"
="117","Quintero, Cristian",="200",="154583194",="200 FR LCM",="28",="1:48.35",="1:48.35",="2020 Olympic Trials Wave II",="2021 GA SwimAtlanta's Mizuno 2021",="5/14/2021",="Irvine Novaquatics",="CA",="Yes",="974",="57",="Yes"
="117","Sobers, Alex",="200",="154057965",="200 FR LCM",="22",="1:48.35",="1:48.35",="2020 Olympic Trials Wave II",="2021 FL ISCA International Senior Meet",="3/26/2021",="Eagle Aquatics",="NE",="Yes",="974",="57",="Yes"
="119","D'Arrigo, Mitch",="200",="143732061",="200 FR LCM",="24",="1:48.37",="1:48.37",="2020 Olympic Trials Wave II",="2019 Summer Nationals",="8/1/2019",="Gator Swim Club",="FL",="",="974",="57",="Yes"
